"addresses_district_id","latitude","longitude","name"
10,41.406835022371446,2.2096245417019964,Punt de connexió Barcelona WiFi a la cruïlla del carrer Provençals amb Llull
5,41.39894784976396,2.118081278252046,Punt de connexió Barcelona WiFi a l'Avinguda Josep Vicenç Foix 98
5,41.39668687970741,2.1205150544940863,Punt de connexió Barcelona WiFi a la cruïlla de l'Avinguda Josep Vicenç Foix amb Trinquet
4,41.37780921625306,2.1217791346210215,Centre Cívic Josep Maria Trias i Peitx
4,41.37780921625306,2.1217791346210215,Centre Cívic Josep Maria Trias i Peitx
2,41.3837360915857,2.149475008289194,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Calàbria amb Mallorca
2,41.38288691392168,2.1550017388665763,Punt de connexió Barcelona WiFi a la cruïlla del carrer del Consell de Cent amb Comte Borrell
2,41.38202729400706,2.156085987117675,Punt de connexió Barcelona WiFi a la cruïlla del carrer Diputació amb Comte Borrell
2,41.38371324103548,2.147317399191454,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Rocafort amb Provença
7,41.424333431530485,2.1652481090205704,Casal de Barri Font d'en Fargues
7,41.424333431530485,2.1652481090205704,Casal de Barri Font d'en Fargues
4,41.38491336528375,2.1335326462367803,Jardins de Magalí
4,41.38491336528375,2.1335326462367803,Jardins de Magalí
2,41.39938383553342,2.1762547583718184,Punt de connexió Barcelona WiFi a la cruïlla del carrer Sicília amb el carrer Consell de Cent
6,41.40329143270043,2.1528873448392276,Punt de connexió Barcelona WiFi a la cruïlla del carrer Santa Rosa amb el carrer Gran de Gràcia
7,41.41384764838958,2.167431656040875,Punt de connexió Barcelona WiFi a la cruïlla del carrer Thous amb el carrer Josep Ciurana
3,41.37132098877892,2.131253308235519,Oficina de l'Habitatge de Sants-Montjuïc
3,41.37132098877892,2.131253308235519,Oficina de l'Habitatge de Sants-Montjuïc
1,41.38390541351899,2.1694092669132554,Seu del Districte de Ciutat Vella
1,41.38390541351899,2.1694092669132554,Seu del Districte de Ciutat Vella
1,41.385187649272225,2.180853795205005,Museu Picasso
1,41.385187649272225,2.180853795205005,Museu Picasso
1,41.385187649272225,2.180853795205005,Museu Picasso
8,41.42938116066023,2.173766830584569,Pavelló Poliesportiu Municipal Virrei Amat - Ramon Aldrufeu
8,41.42938116066023,2.173766830584569,Pavelló Poliesportiu Municipal Virrei Amat - Ramon Aldrufeu
8,41.42938116066023,2.173766830584569,Pavelló Poliesportiu Municipal Virrei Amat - Ramon Aldrufeu
8,41.42938116066023,2.173766830584569,Pavelló Poliesportiu Municipal Virrei Amat - Ramon Aldrufeu
8,41.42938116066023,2.173766830584569,Pavelló Poliesportiu Municipal Virrei Amat - Ramon Aldrufeu
8,41.42938116066023,2.173766830584569,Pavelló Poliesportiu Municipal Virrei Amat - Ramon Aldrufeu
9,41.44632071908157,2.20030768852695,Centre Cívic Baró de Viver
9,41.44632071908157,2.20030768852695,Centre Cívic Baró de Viver
9,41.43088018380354,2.1894124386376466,Centre Cívic Sant Andreu
9,41.43088018380354,2.1894124386376466,Centre Cívic Sant Andreu
1,41.37861435600187,2.1922222424172015,Platja de la Barceloneta
3,41.370538264069474,2.157271883570921,Mercat de les Flors Centre de les Arts de Moviment
3,41.37390042141179,2.1472517051326516,Punt de connexió Barcelona WiFi a la cruïlla de la Gran Via de les Corts Catalanes amb Mèxic
3,41.37876160892612,2.144868252811991,Punt de connexió Barcelona WiFi a la cruïlla del carrer Tarragona amb València
7,41.4147711050823,2.169473228399064,Punt de connexió Barcelona WiFi a la cruïlla del carrer Cartagena amb carrer de Josep Ciurana
2,41.38987251975905,2.152722374264522,Punt de connexió Barcelona WiFi a la cruïlla del carrer Casanova amb carrer Rosselló
6,41.4005891720084,2.1540385001378892,Punt de connexió Barcelona WiFi a la cruïlla del carrer del Cigne amb el carrer Gran de Gràcia
2,41.387253774245124,2.1497659082303207,Punt de connexió Barcelona WiFi a la cruïlla dels carrers Comte Borrell amb carrer Rosselló
2,41.38368387998299,2.1563050777937627,Punt de connexió Barcelona WiFi a la cruïlla del carrer Comte d'Urgell amb c.  del Consell de Cent
7,41.4117221681475,2.168920522070178,Punt de connexió Barcelona WiFi a la cruïlla de carrer del Mas Casanovas amb carrer Padilla
2,41.393095504893786,2.173246315079492,Punt de connexió Barcelona WiFi a la cruïlla del carrer Girona amb Gran Via de les Corts Catalanes
